,id,bdate,bmonth,dandm
0,177,23,4,"23,4"
1,345,19,10,"19,10"
2,1080,4,7,"4,7"
3,1232,16,6,"16,6"
4,1295,6,6,"6,6"
5,1359,31,12,"31,12"
6,1397,7,9,"7,9"
7,1492,18,8,"18,8"
8,1606,24,4,"24,4"
9,1620,23,11,"23,11"
10,1631,23,6,"23,6"
11,1632,29,3,"29,3"
12,1659,8,1,"8,1"
13,1674,17,6,"17,6"
14,1699,1,7,"1,7"
15,1841,30,3,"30,3"
16,1863,12,5,"12,5"
17,1867,8,4,"8,4"
18,1881,5,4,"5,4"
19,1996,9,2,"9,2"
20,2022,21,7,"21,7"
21,2023,17,4,"17,4"
22,2050,27,4,"27,4"
23,2103,1,5,"1,5"
24,2126,24,5,"24,5"
25,2152,13,7,"13,7"
26,2169,14,10,"14,10"
27,2180,19,9,"19,9"
28,2222,4,9,"4,9"
29,2226,9,7,"9,7"
30,2273,20,4,"20,4"
31,2350,8,8,"8,8"
32,2368,26,3,"26,3"
33,2395,11,8,"11,8"
34,2456,25,10,"25,10"
35,2502,4,3,"4,3"
36,2591,3,8,"3,8"
37,2601,31,5,"31,5"
38,2640,9,1,"9,1"
39,2693,10,5,"10,5"
40,2909,11,5,"11,5"
41,2958,6,8,"6,8"
42,2962,14,6,"14,6"
43,2982,13,10,"13,10"
44,2988,20,5,"20,5"
45,3001,23,6,"23,6"
46,3006,24,11,"24,11"
47,3022,12,7,"12,7"
48,3037,2,8,"2,8"
49,3041,28,12,"28,12"
50,3062,2,7,"2,7"
51,3074,26,9,"26,9"
52,3116,28,11,"28,11"
53,3172,23,10,"23,10"
54,3209,22,6,"22,6"
55,3363,29,11,"29,11"
56,3450,11,12,"11,12"
57,3622,27,7,"27,7"
58,3644,19,6,"19,6"
59,3684,16,10,"16,10"
60,3727,30,5,"30,5"
61,3741,14,10,"14,10"
62,3756,18,10,"18,10"
63,3801,14,2,"14,2"
64,3809,1,6,"1,6"
65,3853,4,9,"4,9"
66,3878,5,4,"5,4"
67,4021,11,9,"11,9"
68,4079,28,10,"28,10"
69,4160,21,8,"21,8"
70,4192,8,6,"8,6"
71,4219,17,5,"17,5"
72,4265,18,2,"18,2"
73,4307,10,10,"10,10"
74,4435,22,3,"22,3"
75,4444,25,1,"25,1"
76,4516,22,4,"22,4"
77,4564,12,12,"12,12"
78,4579,12,9,"12,9"
79,4601,8,5,"8,5"
80,4630,27,7,"27,7"
81,4653,31,1,"31,1"
82,4655,5,12,"5,12"
83,4680,18,5,"18,5"
84,4689,4,1,"4,1"
85,4731,15,1,"15,1"
86,4785,15,3,"15,3"
87,4843,27,8,"27,8"
88,4862,6,7,"6,7"
89,4879,10,4,"10,4"
90,4913,5,2,"5,2"
91,4916,7,6,"7,6"
92,5067,6,6,"6,6"
93,5100,10,5,"10,5"
94,5191,24,3,"24,3"
95,5310,12,4,"12,4"
96,5385,11,8,"11,8"
97,5394,15,9,"15,9"
98,5429,30,4,"30,4"
99,5467,18,1,"18,1"
100,5509,5,5,"5,5"
101,5595,6,10,"6,10"
102,5601,27,5,"27,5"
103,5622,29,3,"29,3"
104,5792,26,4,"26,4"
105,5804,23,3,"23,3"
106,5927,5,2,"5,2"
107,5997,2,9,"2,9"
108,6168,8,9,"8,9"
109,6181,31,8,"31,8"
110,6207,1,8,"1,8"
111,6208,3,5,"3,5"
112,6233,12,5,"12,5"
113,6242,3,8,"3,8"
114,6279,18,2,"18,2"
115,6283,23,8,"23,8"
116,6320,22,10,"22,10"
117,6326,10,5,"10,5"
118,6364,7,12,"7,12"
119,6383,24,11,"24,11"
120,6404,10,11,"10,11"
121,6495,20,2,"20,2"
122,6520,30,8,"30,8"
123,6557,19,2,"19,2"
124,6586,23,10,"23,10"
125,6637,22,5,"22,5"
126,6646,8,8,"8,8"
127,6689,17,5,"17,5"
128,6698,6,5,"6,5"
129,6717,30,1,"30,1"
130,6808,28,10,"28,10"
131,6821,25,8,"25,8"
132,6940,14,8,"14,8"
133,6976,5,10,"5,10"
134,6979,20,1,"20,1"
135,6994,30,5,"30,5"
136,7058,21,9,"21,9"
137,7070,18,8,"18,8"
138,7180,30,5,"30,5"
139,7241,24,6,"24,6"
140,7276,23,8,"23,8"
141,7298,4,4,"4,4"
142,7322,25,3,"25,3"
143,7338,18,2,"18,2"
144,7391,13,1,"13,1"
145,7405,27,8,"27,8"
146,7434,30,4,"30,4"
147,7525,4,3,"4,3"
148,7556,8,3,"8,3"
149,7743,29,11,"29,11"
150,7745,12,6,"12,6"
151,7757,6,7,"6,7"
152,7789,24,5,"24,5"
153,7796,21,9,"21,9"
154,7807,9,6,"9,6"
155,7823,23,10,"23,10"
156,7842,7,11,"7,11"
157,7929,14,9,"14,9"
158,7960,28,5,"28,5"
159,7967,11,12,"11,12"
160,7988,5,4,"5,4"
161,8022,19,7,"19,7"
162,8070,14,9,"14,9"
163,8149,7,1,"7,1"
164,8159,16,8,"16,8"
165,8164,21,9,"21,9"
166,8194,23,10,"23,10"
167,8224,26,5,"26,5"
168,8293,23,7,"23,7"
169,8361,10,2,"10,2"
170,8505,27,2,"27,2"
171,8597,8,9,"8,9"
172,8625,18,4,"18,4"
173,8722,20,2,"20,2"
174,8723,30,1,"30,1"
175,8732,10,10,"10,10"
176,8738,5,3,"5,3"
177,8751,13,4,"13,4"
178,8752,10,6,"10,6"
179,8759,18,9,"18,9"
180,8805,8,11,"8,11"
181,8810,29,3,"29,3"
182,8848,31,8,"31,8"
183,8936,26,10,"26,10"
184,9155,20,9,"20,9"
185,9164,10,4,"10,4"
186,9203,21,4,"21,4"
187,9246,8,3,"8,3"
188,9259,5,4,"5,4"
189,9447,15,12,"15,12"
190,9478,19,3,"19,3"
191,9504,25,2,"25,2"
192,9517,26,6,"26,6"
193,9559,8,2,"8,2"
194,9564,28,7,"28,7"
195,9567,10,9,"10,9"
196,9571,27,3,"27,3"
197,9574,24,3,"24,3"
198,9583,19,7,"19,7"
199,9585,23,11,"23,11"
200,9636,7,11,"7,11"
201,9700,24,5,"24,5"
202,9713,5,2,"5,2"
203,9739,22,12,"22,12"
204,9806,17,9,"17,9"
205,9850,23,8,"23,8"
206,9941,15,4,"15,4"
207,10069,7,6,"7,6"
208,10105,2,12,"2,12"
209,10186,1,5,"1,5"
210,10205,18,6,"18,6"
211,10287,4,12,"4,12"
212,10365,29,8,"29,8"
213,10427,31,10,"31,10"
214,10437,18,6,"18,6"
215,10550,5,3,"5,3"
216,10606,10,10,"10,10"
217,10646,17,10,"17,10"
218,10671,15,1,"15,1"
219,10678,25,7,"25,7"
220,10684,18,6,"18,6"
221,10685,13,4,"13,4"
222,10686,28,11,"28,11"
223,10741,8,1,"8,1"
224,10767,26,9,"26,9"
225,10811,15,5,"15,5"
226,10819,24,10,"24,10"
227,10825,27,3,"27,3"
228,10917,28,12,"28,12"
229,11014,17,9,"17,9"
230,11132,11,5,"11,5"
231,11134,3,11,"3,11"
232,11281,28,4,"28,4"
233,11303,15,9,"15,9"
234,11305,24,9,"24,9"
235,11316,25,7,"25,7"
236,11347,26,3,"26,3"
237,11414,11,10,"11,10"
238,11525,26,10,"26,10"
239,11572,7,11,"7,11"
240,11717,17,2,"17,2"
241,11728,19,9,"19,9"
242,11979,1,9,"1,9"
243,12018,27,12,"27,12"
244,12131,7,5,"7,5"
245,12285,7,7,"7,7"
246,12332,12,2,"12,2"
247,12354,1,11,"1,11"
248,12395,16,5,"16,5"
249,12432,8,7,"8,7"
250,12452,13,7,"13,7"
251,12758,19,4,"19,4"
252,12811,28,5,"28,5"
253,12877,17,9,"17,9"
254,12919,6,5,"6,5"
255,12933,19,10,"19,10"
256,12957,2,7,"2,7"
257,12974,10,6,"10,6"
258,12983,19,5,"19,5"
259,13004,30,8,"30,8"
260,13046,24,7,"24,7"
261,13071,12,2,"12,2"
262,13085,1,1,"1,1"
263,13126,6,2,"6,2"
264,13137,17,8,"17,8"
265,13152,29,10,"29,10"
266,13362,12,12,"12,12"
267,13385,14,2,"14,2"
268,13426,8,7,"8,7"
269,13493,26,12,"26,12"
270,13584,17,8,"17,8"
271,13663,12,8,"12,8"
272,13696,3,12,"3,12"
273,13707,7,3,"7,3"
274,13732,13,11,"13,11"
275,13786,15,3,"15,3"
276,13788,17,4,"17,4"
277,13817,3,8,"3,8"
278,13860,4,8,"4,8"
279,13968,28,6,"28,6"
280,13977,12,4,"12,4"
281,13979,8,7,"8,7"
282,14168,17,7,"17,7"
283,14211,29,7,"29,7"
284,14255,5,5,"5,5"
285,14262,25,6,"25,6"
286,14377,14,7,"14,7"
287,14408,16,5,"16,5"
288,14412,7,4,"7,4"
289,14536,3,11,"3,11"
290,14574,13,11,"13,11"
291,14605,11,11,"11,11"
292,14615,3,6,"3,6"
293,14666,20,2,"20,2"
294,14740,6,1,"6,1"
295,14754,15,9,"15,9"
296,14835,11,4,"11,4"
297,14901,26,11,"26,11"
298,14933,3,10,"3,10"
299,14944,22,2,"22,2"
300,15024,30,9,"30,9"
301,15118,9,11,"9,11"
302,15198,30,12,"30,12"
303,15214,13,4,"13,4"
304,15221,19,9,"19,9"
305,15273,26,7,"26,7"
306,15376,8,10,"8,10"
307,15527,4,2,"4,2"
308,15538,5,10,"5,10"
309,15691,7,12,"7,12"
310,15755,10,9,"10,9"
311,15776,22,7,"22,7"
312,15799,17,8,"17,8"
313,15800,30,11,"30,11"
314,15879,22,7,"22,7"
315,15884,10,3,"10,3"
316,15891,10,7,"10,7"
317,15908,17,12,"17,12"
318,15909,4,7,"4,7"
319,15955,25,1,"25,1"
320,16015,3,4,"3,4"
321,16059,27,3,"27,3"
322,16091,21,5,"21,5"
323,16095,29,2,"29,2"
324,16124,14,8,"14,8"
325,16148,26,5,"26,5"
326,16162,8,8,"8,8"
327,16376,25,7,"25,7"
328,16408,9,3,"9,3"
329,16412,14,9,"14,9"
330,16414,24,12,"24,12"
331,16455,4,12,"4,12"
332,16515,21,2,"21,2"
333,16528,10,4,"10,4"
334,16558,29,1,"29,1"
335,16574,10,7,"10,7"
336,16581,1,4,"1,4"
337,16626,23,1,"23,1"
338,16669,19,7,"19,7"
339,16711,20,11,"20,11"
340,16907,31,12,"31,12"
341,16918,17,5,"17,5"
342,17023,5,1,"5,1"
343,17142,2,11,"2,11"
344,17159,31,5,"31,5"
345,17201,9,2,"9,2"
346,17220,9,5,"9,5"
347,17230,1,1,"1,1"
348,17237,9,10,"9,10"
349,17387,28,7,"28,7"
350,17390,7,7,"7,7"
351,17405,14,12,"14,12"
352,17425,15,1,"15,1"
353,17463,11,5,"11,5"
354,17576,15,3,"15,3"
355,17782,12,6,"12,6"
356,17834,26,2,"26,2"
357,17845,1,3,"1,3"
358,17876,15,7,"15,7"
359,17990,8,11,"8,11"
360,17994,12,10,"12,10"
361,18068,1,4,"1,4"
362,18077,19,1,"19,1"
363,18086,9,7,"9,7"
364,18100,3,10,"3,10"
365,18132,3,10,"3,10"
366,18276,15,1,"15,1"
367,18429,29,2,"29,2"
368,18509,7,3,"7,3"
369,18521,24,11,"24,11"
370,18534,26,9,"26,9"
371,18570,28,8,"28,8"
372,18583,13,1,"13,1"
373,18588,1,4,"1,4"
374,18602,8,2,"8,2"
375,18635,30,4,"30,4"
376,18683,15,9,"15,9"
377,18712,10,5,"10,5"
378,18719,12,9,"12,9"
379,18777,9,11,"9,11"
380,18804,16,7,"16,7"
381,18862,24,4,"24,4"
382,18867,31,10,"31,10"
383,18885,11,9,"11,9"
384,18928,6,4,"6,4"
385,18957,5,11,"5,11"
386,19095,14,6,"14,6"
387,19125,13,7,"13,7"
388,19159,11,6,"11,6"
389,19170,12,4,"12,4"
390,19203,16,1,"16,1"
391,19232,29,11,"29,11"
392,19262,8,9,"8,9"
393,19293,21,2,"21,2"
394,19320,13,6,"13,6"
395,19352,3,2,"3,2"
396,19387,1,11,"1,11"
397,19603,3,7,"3,7"
398,19678,19,11,"19,11"
399,19691,29,6,"29,6"
400,19709,5,5,"5,5"
401,19762,7,10,"7,10"
402,19770,25,3,"25,3"
403,19773,19,8,"19,8"
404,19802,5,6,"5,6"
405,19862,5,2,"5,2"
406,19979,1,4,"1,4"
407,20002,23,8,"23,8"
408,20007,22,9,"22,9"
409,20010,1,8,"1,8"
410,20015,21,3,"21,3"
411,20075,21,8,"21,8"
412,20126,4,5,"4,5"
413,20135,21,9,"21,9"
414,20220,7,7,"7,7"
415,20388,7,12,"7,12"
416,20471,23,6,"23,6"
417,20486,14,5,"14,5"
418,20508,6,1,"6,1"
419,20512,29,8,"29,8"
420,20569,12,6,"12,6"
421,20582,19,10,"19,10"
422,20657,28,11,"28,11"
423,20767,21,3,"21,3"
424,20852,5,8,"5,8"
425,20884,8,8,"8,8"
426,20906,21,9,"21,9"
427,20913,25,10,"25,10"
428,21054,21,9,"21,9"
429,21084,19,11,"19,11"
430,21131,20,3,"20,3"
431,21281,18,2,"18,2"
432,21283,24,3,"24,3"
433,21291,31,10,"31,10"
434,21358,17,11,"17,11"
435,21445,15,8,"15,8"
436,21522,23,5,"23,5"
437,21533,20,2,"20,2"
438,21549,24,6,"24,6"
439,21553,21,12,"21,12"
440,21571,12,7,"12,7"
441,21771,2,6,"2,6"
442,21908,13,4,"13,4"
443,21974,5,9,"5,9"
444,22086,11,5,"11,5"
445,22106,19,7,"19,7"
446,22134,24,1,"24,1"
447,22202,21,1,"21,1"
448,22277,30,10,"30,10"
449,22285,15,2,"15,2"
450,22477,26,2,"26,2"
451,22493,7,6,"7,6"
452,22500,11,2,"11,2"
453,22748,1,2,"1,2"
454,22811,13,3,"13,3"
455,22965,29,10,"29,10"
456,22987,31,3,"31,3"
457,22997,8,4,"8,4"
458,23008,3,4,"3,4"
459,23071,8,5,"8,5"
460,23141,10,5,"10,5"
461,23322,13,12,"13,12"
462,23333,12,7,"12,7"
463,23346,9,1,"9,1"
464,23361,16,10,"16,10"
465,23414,10,6,"10,6"
466,23458,1,5,"1,5"
467,23459,16,7,"16,7"
468,23520,28,10,"28,10"
469,23576,18,12,"18,12"
470,23595,7,7,"7,7"
471,23693,10,4,"10,4"
472,23710,30,3,"30,3"
473,23756,3,5,"3,5"
474,23799,6,6,"6,6"
475,23894,16,6,"16,6"
476,23912,3,8,"3,8"
477,23914,3,12,"3,12"
478,24017,26,4,"26,4"
479,24083,2,3,"2,3"
480,24242,7,3,"7,3"
481,24279,6,2,"6,2"
482,24333,5,8,"5,8"
483,24349,25,4,"25,4"
484,24350,1,7,"1,7"
485,24384,19,6,"19,6"
486,24436,23,2,"23,2"
487,24474,10,8,"10,8"
488,24492,16,3,"16,3"
489,24495,11,7,"11,7"
490,24595,29,12,"29,12"
491,24735,6,4,"6,4"
492,24761,1,4,"1,4"
493,24769,15,6,"15,6"
494,24923,8,12,"8,12"
495,24956,15,11,"15,11"
496,25023,13,3,"13,3"
497,25055,18,5,"18,5"
498,25084,23,9,"23,9"
499,25169,12,10,"12,10"
500,25182,15,11,"15,11"
501,25355,2,11,"2,11"
502,25356,26,9,"26,9"
503,25414,20,9,"20,9"
504,25431,1,9,"1,9"
505,25436,3,7,"3,7"
506,25456,8,12,"8,12"
507,25530,31,5,"31,5"
508,25571,8,8,"8,8"
509,25685,18,10,"18,10"
510,25705,7,1,"7,1"
511,25707,20,5,"20,5"
512,25732,25,7,"25,7"
513,25803,3,10,"3,10"
514,25914,12,5,"12,5"
515,25967,6,10,"6,10"
516,25994,13,12,"13,12"
517,26040,20,9,"20,9"
518,26044,1,7,"1,7"
519,26049,24,6,"24,6"
520,26054,15,4,"15,4"
521,26127,28,1,"28,1"
522,26146,22,8,"22,8"
523,26321,1,5,"1,5"
524,26343,4,3,"4,3"
525,26378,18,9,"18,9"
526,26405,31,12,"31,12"
527,26517,24,10,"24,10"
528,26526,9,6,"9,6"
529,26740,28,7,"28,7"
530,26784,28,6,"28,6"
531,26872,26,3,"26,3"
532,26900,12,7,"12,7"
533,26912,20,7,"20,7"
534,26999,8,12,"8,12"
535,27064,10,6,"10,6"
536,27132,20,10,"20,10"
537,27134,19,2,"19,2"
538,27234,27,5,"27,5"
539,27278,5,7,"5,7"
540,27290,28,11,"28,11"
541,27295,14,11,"14,11"
542,27318,22,1,"22,1"
543,27445,30,12,"30,12"
544,27490,25,5,"25,5"
545,27545,28,2,"28,2"
546,27583,8,5,"8,5"
547,27602,18,10,"18,10"
548,27603,7,3,"7,3"
549,27655,9,2,"9,2"
550,27659,29,6,"29,6"
551,27684,13,8,"13,8"
552,27763,2,2,"2,2"
553,27852,6,11,"6,11"
554,27936,23,5,"23,5"
555,27959,30,1,"30,1"
556,27977,31,7,"31,7"
557,28003,20,1,"20,1"
558,28044,10,7,"10,7"
559,28047,7,1,"7,1"
560,28141,2,6,"2,6"
561,28157,22,10,"22,10"
562,28174,28,9,"28,9"
563,28208,6,3,"6,3"
564,28222,13,1,"13,1"
565,28224,24,8,"24,8"
566,28379,28,7,"28,7"
567,28428,15,11,"15,11"
568,28443,12,6,"12,6"
569,28538,4,8,"4,8"
570,28561,22,6,"22,6"
571,28564,22,5,"22,5"
572,28585,20,12,"20,12"
573,28638,12,11,"12,11"
574,28646,8,6,"8,6"
575,28654,15,2,"15,2"
576,28735,9,2,"9,2"
577,28780,30,1,"30,1"
578,28811,3,2,"3,2"
579,28855,14,10,"14,10"
580,28863,5,3,"5,3"
581,28875,24,9,"24,9"
582,28878,7,6,"7,6"
583,28981,22,8,"22,8"
584,29097,18,12,"18,12"
585,29137,29,9,"29,9"
586,29224,22,12,"22,12"
587,29247,2,12,"2,12"
588,29346,15,6,"15,6"
589,29416,17,3,"17,3"
590,29426,23,1,"23,1"
591,29438,30,4,"30,4"
592,29439,29,10,"29,10"
593,29473,30,11,"30,11"
594,29481,29,11,"29,11"
595,29528,27,5,"27,5"
596,29588,20,7,"20,7"
597,29597,21,9,"21,9"
598,29600,12,2,"12,2"
599,29602,22,9,"22,9"
600,29696,13,1,"13,1"
601,29727,9,11,"9,11"
602,29840,24,9,"24,9"
603,29842,17,4,"17,4"
604,29863,22,4,"22,4"
605,29911,22,1,"22,1"
606,29922,30,11,"30,11"
607,29983,22,6,"22,6"
608,30016,15,8,"15,8"
609,30037,7,5,"7,5"
610,30044,17,4,"17,4"
611,30094,17,4,"17,4"
612,30319,6,1,"6,1"
613,30457,23,8,"23,8"
614,30482,29,10,"29,10"
615,30488,22,4,"22,4"
616,30606,22,2,"22,2"
617,30608,15,4,"15,4"
618,30622,9,10,"9,10"
619,30683,2,12,"2,12"
620,30779,8,2,"8,2"
621,30837,29,12,"29,12"
622,30838,17,9,"17,9"
623,30898,14,6,"14,6"
624,30922,10,5,"10,5"
625,30951,28,8,"28,8"
626,30967,20,12,"20,12"
627,31031,13,1,"13,1"
628,31062,31,5,"31,5"
629,31141,10,5,"10,5"
630,31151,21,12,"21,12"
631,31154,11,4,"11,4"
632,31196,28,6,"28,6"
633,31254,7,12,"7,12"
634,31276,22,8,"22,8"
635,31324,27,1,"27,1"
636,31351,27,4,"27,4"
637,31408,5,4,"5,4"
638,31492,11,6,"11,6"
639,31622,3,9,"3,9"
640,31671,29,1,"29,1"
641,31730,18,1,"18,1"
642,31832,15,8,"15,8"
643,31914,7,8,"7,8"
644,31932,10,12,"10,12"
645,31983,28,5,"28,5"
646,31986,24,9,"24,9"
647,32029,18,6,"18,6"
648,32098,18,11,"18,11"
649,32141,12,7,"12,7"
650,32197,7,2,"7,2"
651,32257,6,7,"6,7"
652,32265,19,2,"19,2"
653,32283,24,12,"24,12"
654,32324,17,11,"17,11"
655,32348,26,2,"26,2"
656,32363,4,3,"4,3"
657,32369,31,1,"31,1"
658,32400,30,12,"30,12"
659,32412,23,2,"23,2"
660,32439,1,12,"1,12"
661,32445,15,4,"15,4"
662,32459,15,5,"15,5"
663,32485,7,9,"7,9"
664,32538,30,5,"30,5"
665,32728,12,5,"12,5"
666,32755,29,6,"29,6"
667,32834,19,3,"19,3"
668,32873,23,2,"23,2"
669,32954,21,8,"21,8"
670,32984,5,11,"5,11"
671,32987,6,1,"6,1"
672,33037,23,3,"23,3"
673,33071,5,1,"5,1"
674,33134,20,10,"20,10"
675,33163,29,4,"29,4"
676,33195,8,7,"8,7"
677,33213,20,2,"20,2"
678,33280,27,2,"27,2"
679,33384,27,8,"27,8"
680,33431,30,10,"30,10"
681,33665,4,11,"4,11"
682,33701,28,9,"28,9"
683,33824,2,3,"2,3"
684,33836,27,4,"27,4"
685,33839,7,6,"7,6"
686,33867,1,1,"1,1"
687,33927,9,7,"9,7"
688,33937,15,4,"15,4"
689,33969,3,3,"3,3"
690,34005,2,8,"2,8"
691,34027,18,11,"18,11"
692,34134,9,9,"9,9"
693,34157,27,3,"27,3"
694,34168,17,7,"17,7"
695,34361,29,5,"29,5"
696,34441,18,12,"18,12"
697,34451,20,3,"20,3"
698,34479,5,10,"5,10"
699,34578,6,4,"6,4"
700,34697,15,5,"15,5"
701,34726,5,5,"5,5"
702,34827,25,2,"25,2"
703,34828,4,8,"4,8"
704,34832,31,1,"31,1"
705,34842,9,3,"9,3"
706,34847,25,5,"25,5"
707,34917,21,12,"21,12"
708,34928,27,5,"27,5"
709,34932,21,1,"21,1"
710,34965,13,8,"13,8"
711,35056,1,9,"1,9"
712,35138,10,8,"10,8"
713,35146,11,10,"11,10"
714,35201,13,5,"13,5"
715,35311,2,6,"2,6"
716,35323,28,10,"28,10"
717,35335,2,12,"2,12"
718,35350,14,11,"14,11"
719,35459,3,10,"3,10"
720,35471,15,4,"15,4"
721,35499,8,4,"8,4"
722,35578,5,4,"5,4"
723,35610,8,1,"8,1"
724,35657,24,1,"24,1"
725,35665,31,10,"31,10"
726,35695,27,7,"27,7"
727,35699,26,7,"26,7"
728,35722,5,9,"5,9"
729,35754,20,11,"20,11"
730,35763,15,4,"15,4"
731,35852,7,6,"7,6"
732,35857,14,11,"14,11"
733,35861,23,3,"23,3"
734,35894,31,8,"31,8"
735,35981,9,8,"9,8"
736,36038,12,4,"12,4"
737,36072,16,7,"16,7"
738,36210,30,7,"30,7"
739,36219,14,7,"14,7"
740,36283,14,2,"14,2"
741,36336,24,3,"24,3"
742,36365,20,10,"20,10"
743,36485,7,1,"7,1"
744,36527,12,4,"12,4"
745,36571,19,7,"19,7"
746,36657,24,11,"24,11"
747,36769,30,10,"30,10"
748,36800,24,11,"24,11"
749,36918,3,5,"3,5"
750,36924,10,8,"10,8"
751,36954,15,7,"15,7"
752,36989,6,5,"6,5"
753,37086,24,2,"24,2"
754,37106,6,7,"6,7"
755,37144,9,10,"9,10"
756,37193,15,2,"15,2"
757,37319,28,7,"28,7"
758,37427,29,12,"29,12"
759,37428,15,9,"15,9"
760,37484,14,11,"14,11"
761,37496,22,12,"22,12"
762,37528,6,5,"6,5"
763,37578,15,3,"15,3"
764,37639,17,1,"17,1"
765,37724,23,6,"23,6"
766,37728,2,10,"2,10"
767,37770,24,4,"24,4"
768,37791,8,5,"8,5"
769,37799,14,2,"14,2"
770,37835,23,7,"23,7"
771,37964,31,7,"31,7"
772,37973,13,6,"13,6"
773,38000,2,7,"2,7"
774,38136,24,11,"24,11"
775,38137,20,6,"20,6"
776,38143,1,3,"1,3"
777,38171,23,4,"23,4"
778,38188,24,1,"24,1"
779,38242,19,10,"19,10"
780,38297,27,10,"27,10"
781,38416,20,6,"20,6"
782,38467,12,11,"12,11"
783,38597,13,9,"13,9"
784,38696,16,5,"16,5"
785,38717,12,10,"12,10"
786,38788,8,10,"8,10"
787,38817,1,6,"1,6"
788,38989,7,11,"7,11"
789,39063,10,10,"10,10"
790,39097,10,8,"10,8"
791,39108,15,10,"15,10"
792,39141,2,12,"2,12"
793,39145,5,3,"5,3"
794,39190,16,8,"16,8"
795,39284,19,12,"19,12"
796,39320,27,1,"27,1"
797,39330,25,5,"25,5"
798,39336,26,10,"26,10"
799,39338,10,10,"10,10"
800,39352,4,8,"4,8"
801,39363,24,10,"24,10"
802,39399,27,7,"27,7"
803,39548,27,12,"27,12"
804,39558,19,10,"19,10"
805,39769,1,11,"1,11"
806,39770,28,2,"28,2"
807,39773,23,6,"23,6"
808,39776,22,10,"22,10"
809,39786,17,12,"17,12"
810,39796,22,3,"22,3"
811,39865,20,3,"20,3"
812,39875,12,1,"12,1"
813,39938,18,11,"18,11"
814,39940,31,7,"31,7"
815,39944,14,6,"14,6"
816,40032,20,2,"20,2"
817,40113,2,2,"2,2"
818,40222,2,4,"2,4"
819,40309,10,12,"10,12"
820,40322,3,12,"3,12"
821,40336,2,9,"2,9"
822,40356,31,8,"31,8"
823,40374,5,3,"5,3"
824,40377,19,2,"19,2"
825,40416,5,10,"5,10"
826,40469,5,8,"5,8"
827,40503,23,2,"23,2"
828,40509,2,12,"2,12"
829,40554,17,10,"17,10"
830,40694,2,9,"2,9"
831,40821,9,2,"9,2"
832,40865,18,6,"18,6"
833,40903,4,7,"4,7"
834,40953,17,3,"17,3"
835,40966,29,6,"29,6"
836,41000,25,7,"25,7"
837,41072,3,6,"3,6"
838,41087,12,6,"12,6"
839,41270,8,3,"8,3"
840,41404,20,12,"20,12"
841,41442,2,3,"2,3"
842,41455,18,11,"18,11"
843,41492,18,4,"18,4"
844,41712,29,7,"29,7"
845,41748,19,10,"19,10"
846,41878,19,4,"19,4"
847,41900,6,7,"6,7"
848,42034,30,3,"30,3"
849,42119,5,9,"5,9"
850,42178,18,10,"18,10"
851,42287,20,4,"20,4"
852,42296,24,1,"24,1"
853,42304,19,6,"19,6"
854,42318,24,11,"24,11"
855,42336,24,1,"24,1"
856,42384,11,7,"11,7"
857,42439,8,4,"8,4"
858,42481,8,4,"8,4"
859,42523,30,7,"30,7"
860,42635,11,6,"11,6"
861,42692,11,5,"11,5"
862,42775,5,5,"5,5"
863,42838,8,12,"8,12"
864,42864,19,2,"19,2"
865,42922,8,12,"8,12"
866,42983,31,1,"31,1"
867,42997,20,9,"20,9"
868,43092,15,3,"15,3"
869,43101,15,11,"15,11"
870,43156,10,9,"10,9"
871,43166,14,8,"14,8"
872,43173,5,7,"5,7"
873,43339,23,7,"23,7"
874,43408,28,11,"28,11"
875,43412,21,9,"21,9"
876,43520,22,6,"22,6"
877,43574,3,11,"3,11"
878,43604,2,10,"2,10"
879,43641,22,5,"22,5"
880,43710,23,7,"23,7"
881,43785,11,3,"11,3"
882,43796,10,1,"10,1"
883,43847,13,10,"13,10"
884,43871,26,8,"26,8"
885,43980,24,3,"24,3"
886,44061,6,6,"6,6"
887,44091,16,7,"16,7"
888,44136,9,1,"9,1"
889,44159,4,7,"4,7"
890,44202,10,4,"10,4"
891,44206,30,11,"30,11"
892,44261,18,3,"18,3"
893,44321,21,9,"21,9"
894,44381,14,1,"14,1"
895,44426,26,9,"26,9"
896,44546,23,1,"23,1"
897,44577,2,6,"2,6"
898,44593,1,4,"1,4"
899,44603,14,12,"14,12"
900,44677,7,11,"7,11"
901,44707,14,10,"14,10"
902,44722,14,11,"14,11"
903,44776,6,2,"6,2"
904,44821,14,2,"14,2"
905,44827,15,3,"15,3"
906,44837,27,3,"27,3"
907,44851,17,4,"17,4"
908,44878,27,8,"27,8"
909,44948,4,11,"4,11"
910,45035,15,4,"15,4"
911,45061,11,8,"11,8"
912,45171,16,9,"16,9"
913,45202,7,7,"7,7"
914,45377,12,11,"12,11"
915,45466,19,5,"19,5"
916,45471,30,1,"30,1"
917,45581,4,10,"4,10"
918,45600,16,4,"16,4"
919,45610,27,9,"27,9"
920,45632,3,3,"3,3"
921,45651,22,12,"22,12"
922,45694,15,2,"15,2"
923,45919,15,7,"15,7"
924,46066,7,6,"7,6"
925,46134,2,10,"2,10"
926,46230,29,1,"29,1"
927,46249,13,9,"13,9"
928,46300,26,5,"26,5"
929,46375,3,1,"3,1"
930,46531,11,7,"11,7"
931,46614,15,1,"15,1"
