,id,bdate,bmonth,dandm
2123,102212,31,1,"31,1"
2124,102234,20,12,"20,12"
2125,102269,22,4,"22,4"
2126,102280,17,8,"17,8"
2127,102282,16,2,"16,2"
2128,102300,3,5,"3,5"
2129,102335,1,12,"1,12"
2130,102415,7,6,"7,6"
2131,102421,16,3,"16,3"
2132,102436,11,5,"11,5"
2133,102457,9,8,"9,8"
2134,102503,24,1,"24,1"
2135,102585,13,12,"13,12"
2136,102588,21,3,"21,3"
2137,102590,29,8,"29,8"
2138,102635,21,11,"21,11"
2139,102668,18,2,"18,2"
2140,102763,12,12,"12,12"
2141,102768,21,12,"21,12"
2142,102787,16,7,"16,7"
2143,102808,19,7,"19,7"
2144,102845,24,9,"24,9"
2145,102885,11,1,"11,1"
2146,102901,22,5,"22,5"
2147,102974,15,6,"15,6"
2148,102990,10,2,"10,2"
2149,103247,11,12,"11,12"
2150,103376,12,2,"12,2"
2151,103456,4,5,"4,5"
2152,103569,2,4,"2,4"
2153,103645,14,3,"14,3"
2154,103646,8,6,"8,6"
2155,103727,13,4,"13,4"
2156,103804,27,9,"27,9"
2157,103880,22,12,"22,12"
2158,104019,19,4,"19,4"
2159,104024,14,10,"14,10"
2160,104131,15,2,"15,2"
2161,104227,9,1,"9,1"
2162,104334,15,4,"15,4"
2163,104357,17,4,"17,4"
2164,104418,4,11,"4,11"
2165,104490,1,5,"1,5"
2166,104536,29,4,"29,4"
2167,104571,8,1,"8,1"
2168,104595,25,8,"25,8"
2169,104720,9,3,"9,3"
2170,105093,25,5,"25,5"
2171,105122,26,8,"26,8"
2172,105124,27,9,"27,9"
2173,105127,16,4,"16,4"
2174,105128,3,1,"3,1"
2175,105139,11,11,"11,11"
2176,105323,11,10,"11,10"
2177,105350,11,7,"11,7"
2178,105378,21,9,"21,9"
2179,105502,4,12,"4,12"
2180,105634,6,3,"6,3"
2181,105692,28,12,"28,12"
2182,105693,14,10,"14,10"
2183,105709,29,12,"29,12"
2184,105808,5,9,"5,9"
2185,105905,25,5,"25,5"
2186,105939,7,10,"7,10"
2187,105977,13,8,"13,8"
2188,106018,22,7,"22,7"
2189,106035,15,7,"15,7"
2190,106066,21,10,"21,10"
2191,106095,5,5,"5,5"
2192,106149,28,12,"28,12"
2193,106325,18,10,"18,10"
2194,106387,31,7,"31,7"
2195,106413,2,3,"2,3"
2196,106414,10,5,"10,5"
2197,106501,12,5,"12,5"
2198,106613,29,3,"29,3"
2199,106736,30,9,"30,9"
2200,106959,22,6,"22,6"
2201,107063,18,2,"18,2"
2202,107217,21,9,"21,9"
2203,107231,7,10,"7,10"
2204,107249,6,3,"6,3"
2205,107256,17,10,"17,10"
2206,107316,3,8,"3,8"
2207,107333,21,3,"21,3"
2208,107341,1,7,"1,7"
2209,107412,20,1,"20,1"
2210,107420,23,1,"23,1"
2211,107430,6,1,"6,1"
2212,107510,13,6,"13,6"
2213,107554,22,8,"22,8"
2214,107561,1,10,"1,10"
2215,107574,12,2,"12,2"
2216,107602,25,7,"25,7"
2217,107686,3,10,"3,10"
2218,107710,24,6,"24,6"
2219,107714,1,3,"1,3"
2220,107733,12,9,"12,9"
2221,107745,25,3,"25,3"
2222,107769,15,10,"15,10"
2223,107821,30,5,"30,5"
2224,107968,24,5,"24,5"
2225,107989,10,3,"10,3"
2226,108036,30,4,"30,4"
2227,108091,19,9,"19,9"
2228,108110,2,7,"2,7"
2229,108122,7,2,"7,2"
2230,108177,30,3,"30,3"
2231,108254,31,7,"31,7"
2232,108289,30,1,"30,1"
2233,108348,13,10,"13,10"
2234,108422,8,5,"8,5"
2235,108475,6,10,"6,10"
2236,108493,28,12,"28,12"
2237,108515,23,1,"23,1"
2238,108543,10,1,"10,1"
2239,108564,21,1,"21,1"
2240,108571,22,12,"22,12"
2241,108646,19,9,"19,9"
2242,108648,30,4,"30,4"
2243,108783,26,2,"26,2"
2244,108824,6,2,"6,2"
2245,108872,5,11,"5,11"
2246,108890,13,6,"13,6"
2247,108953,10,6,"10,6"
2248,108980,30,10,"30,10"
2249,109012,28,9,"28,9"
2250,109017,9,5,"9,5"
2251,109033,12,7,"12,7"
2252,109052,30,10,"30,10"
2253,109117,8,3,"8,3"
2254,109146,26,8,"26,8"
2255,109147,5,7,"5,7"
2256,109152,29,9,"29,9"
2257,109180,7,1,"7,1"
2258,109195,31,8,"31,8"
2259,109228,22,12,"22,12"
2260,109392,31,8,"31,8"
2261,109432,20,10,"20,10"
2262,109465,22,7,"22,7"
2263,109601,4,3,"4,3"
2264,109626,16,4,"16,4"
2265,109651,29,7,"29,7"
2266,109731,25,3,"25,3"
2267,109742,20,7,"20,7"
2268,109775,15,3,"15,3"
2269,109777,19,5,"19,5"
2270,109829,12,6,"12,6"
2271,109918,18,4,"18,4"
2272,109939,13,4,"13,4"
2273,109950,22,5,"22,5"
2274,109973,28,9,"28,9"
2275,110001,27,11,"27,11"
2276,110022,8,7,"8,7"
2277,110111,4,6,"4,6"
2278,110226,7,9,"7,9"
2279,110237,5,4,"5,4"
2280,110348,25,4,"25,4"
2281,110367,24,11,"24,11"
2282,110402,28,5,"28,5"
2283,110465,14,8,"14,8"
2284,110508,7,4,"7,4"
2285,110560,31,1,"31,1"
2286,110609,21,5,"21,5"
2287,110641,31,12,"31,12"
2288,110652,7,6,"7,6"
2289,110660,23,9,"23,9"
2290,110813,30,4,"30,4"
2291,110866,11,6,"11,6"
2292,111011,19,4,"19,4"
2293,111040,10,5,"10,5"
2294,111180,5,12,"5,12"
2295,111259,20,10,"20,10"
2296,111287,30,9,"30,9"
2297,111300,20,7,"20,7"
2298,111364,18,3,"18,3"
2299,111387,31,7,"31,7"
2300,111405,19,10,"19,10"
2301,111438,18,1,"18,1"
2302,111455,20,12,"20,12"
2303,111462,13,10,"13,10"
2304,111651,8,7,"8,7"
2305,111653,4,5,"4,5"
2306,111677,20,1,"20,1"
2307,111694,8,2,"8,2"
2308,111780,12,9,"12,9"
2309,111826,14,7,"14,7"
2310,111828,10,11,"10,11"
2311,111843,2,8,"2,8"
2312,111854,24,10,"24,10"
2313,111925,27,5,"27,5"
2314,111946,20,3,"20,3"
2315,112036,16,8,"16,8"
2316,112079,24,5,"24,5"
2317,112208,5,11,"5,11"
2318,112216,3,2,"3,2"
2319,112278,5,5,"5,5"
2320,112348,7,7,"7,7"
2321,112386,19,10,"19,10"
2322,112422,29,5,"29,5"
2323,112534,6,9,"6,9"
2324,112583,21,8,"21,8"
2325,112656,19,7,"19,7"
2326,112734,9,12,"9,12"
2327,112760,17,10,"17,10"
2328,112800,13,11,"13,11"
2329,112803,23,11,"23,11"
2330,112805,6,3,"6,3"
2331,112854,25,3,"25,3"
2332,112862,4,4,"4,4"
2333,112902,28,1,"28,1"
2334,113032,1,12,"1,12"
2335,113065,15,7,"15,7"
2336,113147,5,3,"5,3"
2337,113163,9,9,"9,9"
2338,113165,30,5,"30,5"
2339,113188,16,5,"16,5"
2340,113223,22,3,"22,3"
2341,113241,20,10,"20,10"
2342,113271,19,9,"19,9"
2343,113278,13,5,"13,5"
2344,113296,5,1,"5,1"
2345,113309,14,5,"14,5"
2346,113377,18,8,"18,8"
2347,113438,11,2,"11,2"
2348,113461,18,9,"18,9"
2349,113467,30,12,"30,12"
2350,113598,11,11,"11,11"
2351,113646,9,7,"9,7"
2352,113672,6,3,"6,3"
2353,113815,9,5,"9,5"
2354,113881,28,4,"28,4"
2355,113885,24,3,"24,3"
2356,113900,2,5,"2,5"
2357,113911,3,9,"3,9"
2358,113912,5,11,"5,11"
2359,113998,9,8,"9,8"
2360,114018,4,8,"4,8"
2361,114076,26,6,"26,6"
2362,114103,6,4,"6,4"
2363,114120,8,8,"8,8"
2364,114121,1,12,"1,12"
2365,114152,26,6,"26,6"
2366,114173,25,7,"25,7"
2367,114176,14,8,"14,8"
2368,114254,22,2,"22,2"
2369,114266,11,5,"11,5"
2370,114346,7,2,"7,2"
2371,114355,1,12,"1,12"
2372,114435,2,4,"2,4"
2373,114507,19,5,"19,5"
2374,114539,9,7,"9,7"
2375,114582,23,3,"23,3"
2376,114593,26,8,"26,8"
2377,114636,17,2,"17,2"
2378,114647,30,5,"30,5"
2379,114675,4,8,"4,8"
2380,114733,31,1,"31,1"
2381,114780,14,6,"14,6"
2382,114806,2,7,"2,7"
2383,114851,26,10,"26,10"
2384,114960,10,8,"10,8"
2385,114963,22,1,"22,1"
2386,114968,15,6,"15,6"
2387,115048,9,2,"9,2"
2388,115170,29,7,"29,7"
2389,115175,20,2,"20,2"
2390,115332,5,7,"5,7"
2391,115362,25,8,"25,8"
2392,115456,16,11,"16,11"
2393,115531,7,7,"7,7"
2394,115546,13,6,"13,6"
2395,115718,11,6,"11,6"
2396,115732,16,3,"16,3"
2397,115740,28,9,"28,9"
2398,115878,29,10,"29,10"
2399,115905,25,11,"25,11"
2400,115997,19,7,"19,7"
2401,116162,14,9,"14,9"
2402,116166,4,9,"4,9"
2403,116167,3,8,"3,8"
2404,116283,6,10,"6,10"
2405,116318,17,5,"17,5"
2406,116320,21,11,"21,11"
2407,116506,9,7,"9,7"
2408,116531,6,4,"6,4"
2409,116602,23,5,"23,5"
2410,116706,18,3,"18,3"
2411,116725,10,7,"10,7"
2412,116847,3,1,"3,1"
2413,116867,1,4,"1,4"
2414,116965,20,11,"20,11"
2415,117063,10,3,"10,3"
2416,117069,28,5,"28,5"
2417,117086,19,11,"19,11"
2418,117113,4,12,"4,12"
2419,117140,25,12,"25,12"
2420,117194,13,1,"13,1"
2421,117235,9,8,"9,8"
2422,117241,26,2,"26,2"
2423,117242,20,3,"20,3"
2424,117282,23,6,"23,6"
2425,117357,18,6,"18,6"
2426,117518,19,2,"19,2"
2427,117588,2,11,"2,11"
2428,117598,3,1,"3,1"
2429,117627,29,4,"29,4"
2430,117744,23,6,"23,6"
2431,117787,28,2,"28,2"
2432,117802,10,12,"10,12"
2433,117919,28,6,"28,6"
2434,117923,10,8,"10,8"
2435,118029,16,7,"16,7"
2436,118053,1,6,"1,6"
2437,118069,21,3,"21,3"
2438,118081,30,4,"30,4"
2439,118138,27,4,"27,4"
2440,118266,29,3,"29,3"
2441,118325,13,12,"13,12"
2442,118350,12,3,"12,3"
2443,118362,23,9,"23,9"
2444,118366,5,10,"5,10"
2445,118369,28,6,"28,6"
2446,118395,11,1,"11,1"
2447,118408,5,7,"5,7"
2448,118471,12,12,"12,12"
2449,118535,23,10,"23,10"
2450,118604,29,8,"29,8"
2451,118645,14,3,"14,3"
2452,118666,14,9,"14,9"
2453,118691,7,10,"7,10"
2454,118706,4,1,"4,1"
2455,118713,2,12,"2,12"
2456,118747,23,11,"23,11"
2457,118777,5,3,"5,3"
2458,118845,6,4,"6,4"
2459,118854,13,5,"13,5"
2460,119115,18,8,"18,8"
2461,119127,21,6,"21,6"
2462,119143,13,5,"13,5"
2463,119207,7,4,"7,4"
2464,119208,23,5,"23,5"
2465,119235,28,2,"28,2"
2466,119266,16,11,"16,11"
2467,119267,27,12,"27,12"
2468,119336,28,5,"28,5"
2469,119343,3,5,"3,5"
2470,119358,2,8,"2,8"
2471,119387,8,9,"8,9"
2472,119392,15,9,"15,9"
2473,119451,31,12,"31,12"
2474,119548,5,3,"5,3"
2475,119630,6,7,"6,7"
2476,119687,3,4,"3,4"
2477,119708,1,6,"1,6"
2478,119763,23,11,"23,11"
2479,119784,25,3,"25,3"
2480,119800,15,4,"15,4"
2481,119845,5,12,"5,12"
2482,119921,16,11,"16,11"
2483,119957,22,6,"22,6"
2484,120000,2,8,"2,8"
2485,120005,11,4,"11,4"
2486,120012,1,6,"1,6"
2487,120053,18,12,"18,12"
2488,120099,7,4,"7,4"
2489,120103,21,9,"21,9"
2490,120117,8,8,"8,8"
2491,120156,10,11,"10,11"
2492,120157,6,9,"6,9"
2493,120188,11,12,"11,12"
2494,120229,19,9,"19,9"
2495,120325,31,12,"31,12"
2496,120388,26,7,"26,7"
2497,120406,25,6,"25,6"
2498,120441,8,5,"8,5"
2499,120470,4,7,"4,7"
2500,120531,30,12,"30,12"
2501,120623,17,7,"17,7"
2502,120734,22,10,"22,10"
2503,120849,15,11,"15,11"
2504,120889,22,3,"22,3"
2505,120914,6,6,"6,6"
2506,120997,8,3,"8,3"
2507,121016,17,11,"17,11"
2508,121033,11,8,"11,8"
2509,121037,4,4,"4,4"
2510,121040,19,7,"19,7"
2511,121071,16,11,"16,11"
2512,121079,23,11,"23,11"
2513,121101,29,12,"29,12"
2514,121194,17,7,"17,7"
2515,121215,4,4,"4,4"
2516,121223,12,9,"12,9"
2517,121245,23,7,"23,7"
2518,121290,2,6,"2,6"
2519,121341,15,4,"15,4"
2520,121347,29,8,"29,8"
2521,121447,6,6,"6,6"
2522,121454,22,5,"22,5"
2523,121501,1,7,"1,7"
2524,121548,20,10,"20,10"
2525,121568,18,11,"18,11"
2526,121587,8,10,"8,10"
2527,121622,8,8,"8,8"
2528,121676,18,4,"18,4"
2529,121678,17,1,"17,1"
2530,121722,25,1,"25,1"
2531,121733,15,1,"15,1"
2532,121757,5,10,"5,10"
2533,121768,29,7,"29,7"
2534,121772,21,1,"21,1"
2535,121782,20,5,"20,5"
2536,121793,30,6,"30,6"
2537,121821,26,3,"26,3"
2538,121844,25,11,"25,11"
2539,121847,16,2,"16,2"
2540,121900,4,10,"4,10"
2541,121925,9,4,"9,4"
2542,121951,8,8,"8,8"
2543,122067,17,9,"17,9"
2544,122090,11,10,"11,10"
2545,122139,27,12,"27,12"
2546,122172,25,5,"25,5"
2547,122268,28,3,"28,3"
2548,122291,27,2,"27,2"
2549,122444,14,8,"14,8"
2550,122448,27,9,"27,9"
2551,122456,24,1,"24,1"
2552,122472,20,9,"20,9"
2553,122491,24,12,"24,12"
2554,122553,4,9,"4,9"
2555,122556,11,9,"11,9"
2556,122679,19,6,"19,6"
2557,122728,22,7,"22,7"
2558,122765,22,8,"22,8"
2559,122773,3,11,"3,11"
2560,122883,15,4,"15,4"
2561,122884,28,12,"28,12"
2562,122890,24,6,"24,6"
2563,122896,7,4,"7,4"
2564,122960,23,11,"23,11"
2565,123058,29,10,"29,10"
2566,123119,28,8,"28,8"
2567,123134,2,7,"2,7"
2568,123169,11,9,"11,9"
2569,123230,23,5,"23,5"
2570,123247,24,10,"24,10"
2571,123259,15,7,"15,7"
2572,123309,23,6,"23,6"
2573,123367,26,2,"26,2"
2574,123667,30,10,"30,10"
2575,123670,25,8,"25,8"
2576,123797,24,12,"24,12"
2577,123807,4,3,"4,3"
2578,123894,9,8,"9,8"
2579,123981,13,2,"13,2"
2580,124041,13,10,"13,10"
2581,124065,12,9,"12,9"
2582,124226,16,3,"16,3"
2583,124235,20,9,"20,9"
2584,124308,26,3,"26,3"
2585,124418,9,11,"9,11"
2586,124455,11,3,"11,3"
2587,124460,15,1,"15,1"
2588,124577,15,11,"15,11"
2589,124601,31,7,"31,7"
2590,124651,13,5,"13,5"
2591,124795,28,5,"28,5"
2592,124819,26,9,"26,9"
2593,124829,18,5,"18,5"
2594,124919,14,7,"14,7"
2595,125050,15,1,"15,1"
2596,125224,1,4,"1,4"
2597,125239,6,3,"6,3"
2598,125259,8,3,"8,3"
2599,125288,6,9,"6,9"
2600,125290,28,7,"28,7"
2601,125313,13,9,"13,9"
2602,125341,23,2,"23,2"
2603,125377,2,1,"2,1"
2604,125401,8,12,"8,12"
2605,125408,6,5,"6,5"
2606,125487,26,9,"26,9"
2607,125498,11,2,"11,2"
2608,125598,11,8,"11,8"
2609,125616,3,6,"3,6"
2610,125627,24,5,"24,5"
2611,125697,1,3,"1,3"
2612,125722,10,3,"10,3"
2613,125781,6,7,"6,7"
2614,125830,22,5,"22,5"
2615,125839,7,7,"7,7"
2616,125868,2,4,"2,4"
2617,125877,8,3,"8,3"
2618,125924,24,1,"24,1"
2619,125978,15,2,"15,2"
2620,125995,1,2,"1,2"
2621,126005,12,7,"12,7"
2622,126012,27,10,"27,10"
2623,126213,25,3,"25,3"
2624,126236,20,1,"20,1"
2625,126318,25,10,"25,10"
2626,126327,23,8,"23,8"
2627,126379,10,8,"10,8"
2628,126395,19,4,"19,4"
2629,126487,20,2,"20,2"
2630,126633,8,7,"8,7"
2631,126655,19,4,"19,4"
2632,126705,16,10,"16,10"
2633,126803,9,8,"9,8"
2634,126828,15,6,"15,6"
2635,126898,11,8,"11,8"
2636,126958,26,10,"26,10"
2637,126986,31,3,"31,3"
2638,127110,6,1,"6,1"
2639,127156,26,3,"26,3"
2640,127185,19,9,"19,9"
2641,127232,8,12,"8,12"
2642,127354,15,2,"15,2"
2643,127457,7,3,"7,3"
2644,127512,31,10,"31,10"
2645,127656,16,5,"16,5"
2646,127660,5,9,"5,9"
2647,127757,30,12,"30,12"
2648,127801,4,7,"4,7"
2649,127875,2,3,"2,3"
2650,127939,10,10,"10,10"
2651,127958,3,8,"3,8"
2652,128015,28,12,"28,12"
2653,128022,23,9,"23,9"
2654,128040,6,10,"6,10"
2655,128160,26,4,"26,4"
2656,128208,12,8,"12,8"
2657,128226,4,11,"4,11"
2658,128246,5,3,"5,3"
2659,128283,12,9,"12,9"
2660,128342,8,7,"8,7"
2661,128361,4,2,"4,2"
2662,128365,21,6,"21,6"
2663,128384,29,4,"29,4"
2664,128393,18,2,"18,2"
2665,128413,28,8,"28,8"
2666,128423,30,6,"30,6"
2667,128465,3,3,"3,3"
2668,128542,5,11,"5,11"
2669,128623,12,12,"12,12"
2670,128653,28,8,"28,8"
2671,128668,23,1,"23,1"
2672,128783,13,10,"13,10"
2673,128973,15,7,"15,7"
2674,129007,30,6,"30,6"
2675,129012,11,4,"11,4"
2676,129023,14,2,"14,2"
2677,129104,15,2,"15,2"
2678,129128,20,3,"20,3"
2679,129169,28,11,"28,11"
2680,129215,29,10,"29,10"
2681,129252,22,4,"22,4"
2682,129276,19,5,"19,5"
2683,129345,10,7,"10,7"
2684,129472,5,4,"5,4"
2685,129580,15,11,"15,11"
2686,129589,4,3,"4,3"
2687,129592,18,6,"18,6"
2688,129644,5,11,"5,11"
2689,129695,28,8,"28,8"
2690,129707,13,12,"13,12"
2691,129711,26,2,"26,2"
2692,129769,20,10,"20,10"
2693,129812,13,5,"13,5"
2694,129836,6,7,"6,7"
2695,129957,15,12,"15,12"
2696,129966,5,4,"5,4"
2697,130046,4,6,"4,6"
2698,130069,8,2,"8,2"
2699,130146,27,7,"27,7"
2700,130161,23,10,"23,10"
2701,130199,4,9,"4,9"
2702,130259,29,1,"29,1"
2703,130324,20,1,"20,1"
2704,130367,23,12,"23,12"
2705,130451,26,3,"26,3"
2706,130482,1,12,"1,12"
2707,130489,6,10,"6,10"
2708,130543,26,3,"26,3"
2709,130554,11,4,"11,4"
2710,130581,20,2,"20,2"
2711,130591,16,3,"16,3"
2712,130610,7,11,"7,11"
2713,130639,23,4,"23,4"
2714,130654,16,4,"16,4"
2715,130665,1,8,"1,8"
2716,130679,16,9,"16,9"
2717,130721,10,7,"10,7"
2718,130774,19,5,"19,5"
2719,130928,19,1,"19,1"
2720,130986,9,7,"9,7"
2721,131039,25,7,"25,7"
2722,131049,15,3,"15,3"
2723,131072,26,10,"26,10"
2724,131077,11,8,"11,8"
2725,131168,29,1,"29,1"
2726,131238,1,4,"1,4"
2727,131247,25,8,"25,8"
2728,131350,3,4,"3,4"
2729,131459,25,3,"25,3"
2730,131478,16,10,"16,10"
2731,131518,25,10,"25,10"
2732,131569,28,10,"28,10"
2733,131617,25,3,"25,3"
2734,131676,10,5,"10,5"
2735,131701,27,12,"27,12"
2736,131843,21,10,"21,10"
2737,131945,15,9,"15,9"
2738,132019,31,7,"31,7"
2739,132035,8,10,"8,10"
2740,132071,30,7,"30,7"
2741,132137,21,4,"21,4"
2742,132223,3,7,"3,7"
2743,132288,27,10,"27,10"
2744,132388,8,9,"8,9"
2745,132441,18,3,"18,3"
2746,132518,1,1,"1,1"
2747,132554,19,2,"19,2"
2748,132555,11,10,"11,10"
2749,132562,5,10,"5,10"
2750,132654,5,9,"5,9"
2751,132689,30,12,"30,12"
2752,132925,28,7,"28,7"
2753,132927,15,5,"15,5"
2754,133015,25,6,"25,6"
2755,133063,22,3,"22,3"
2756,133070,29,3,"29,3"
2757,133073,10,3,"10,3"
2758,133077,27,8,"27,8"
2759,133159,29,10,"29,10"
2760,133177,28,5,"28,5"
2761,133200,22,12,"22,12"
2762,133253,16,8,"16,8"
2763,133316,25,4,"25,4"
2764,133327,8,4,"8,4"
2765,133452,23,3,"23,3"
2766,133569,2,8,"2,8"
2767,133634,26,7,"26,7"
2768,133643,1,8,"1,8"
2769,133657,8,9,"8,9"
2770,133701,6,5,"6,5"
2771,133769,27,10,"27,10"
2772,133800,21,7,"21,7"
2773,133804,17,8,"17,8"
2774,133837,19,9,"19,9"
2775,133850,8,3,"8,3"
2776,133980,3,4,"3,4"
2777,133990,4,5,"4,5"
2778,133992,3,11,"3,11"
2779,134008,19,5,"19,5"
2780,134018,12,2,"12,2"
2781,134093,20,5,"20,5"
2782,134121,20,9,"20,9"
2783,134133,10,2,"10,2"
2784,134163,6,9,"6,9"
2785,134171,21,5,"21,5"
2786,134206,14,2,"14,2"
2787,134210,3,3,"3,3"
2788,134219,30,10,"30,10"
2789,134220,17,2,"17,2"
2790,134232,27,2,"27,2"
2791,134233,26,3,"26,3"
2792,134339,1,11,"1,11"
2793,134395,2,7,"2,7"
2794,134465,26,8,"26,8"
2795,134470,27,4,"27,4"
2796,134517,30,3,"30,3"
2797,134532,26,2,"26,2"
2798,134558,23,7,"23,7"
2799,134619,22,10,"22,10"
2800,134634,27,3,"27,3"
2801,134736,13,12,"13,12"
2802,134760,12,9,"12,9"
2803,134767,23,1,"23,1"
2804,134846,25,9,"25,9"
2805,134935,6,7,"6,7"
2806,134960,22,9,"22,9"
2807,134985,1,6,"1,6"
2808,134994,17,11,"17,11"
2809,135017,26,2,"26,2"
2810,135071,19,1,"19,1"
2811,135086,27,6,"27,6"
2812,135092,19,8,"19,8"
2813,135176,15,1,"15,1"
2814,135181,22,6,"22,6"
2815,135324,3,4,"3,4"
2816,135398,22,2,"22,2"
2817,135404,16,9,"16,9"
2818,135423,19,12,"19,12"
2819,135489,23,3,"23,3"
2820,135498,9,4,"9,4"
2821,135519,19,2,"19,2"
2822,135591,16,10,"16,10"
2823,135595,18,8,"18,8"
2824,135616,26,1,"26,1"
2825,135659,18,8,"18,8"
2826,135817,18,11,"18,11"
2827,135858,16,2,"16,2"
2828,135868,3,8,"3,8"
2829,135912,10,6,"10,6"
2830,135949,15,6,"15,6"
2831,136125,18,3,"18,3"
2832,136284,10,1,"10,1"
2833,136402,14,6,"14,6"
2834,136428,19,3,"19,3"
2835,136464,28,12,"28,12"
2836,136542,25,12,"25,12"
2837,136581,28,4,"28,4"
2838,136673,10,6,"10,6"
2839,136674,23,10,"23,10"
2840,136703,7,6,"7,6"
2841,136704,2,1,"2,1"
2842,136723,4,2,"4,2"
2843,136793,22,6,"22,6"
2844,136867,2,12,"2,12"
2845,136969,18,1,"18,1"
2846,136991,2,5,"2,5"
2847,137015,25,6,"25,6"
2848,137024,30,9,"30,9"
2849,137124,9,6,"9,6"
2850,137172,13,9,"13,9"
2851,137255,23,10,"23,10"
2852,137289,8,9,"8,9"
2853,137369,26,9,"26,9"
2854,137420,28,2,"28,2"
2855,137459,11,5,"11,5"
2856,137473,22,9,"22,9"
2857,137512,6,9,"6,9"
2858,137673,27,7,"27,7"
2859,137839,17,8,"17,8"
2860,137980,23,6,"23,6"
2861,137987,12,5,"12,5"
2862,138004,24,5,"24,5"
2863,138037,11,8,"11,8"
2864,138060,8,2,"8,2"
2865,138081,23,2,"23,2"
2866,138162,11,2,"11,2"
2867,138178,14,3,"14,3"
2868,138190,3,4,"3,4"
2869,138246,11,2,"11,2"
2870,138378,20,7,"20,7"
2871,138473,30,11,"30,11"
2872,138505,8,4,"8,4"
2873,138514,19,11,"19,11"
2874,138649,13,8,"13,8"
2875,138678,17,12,"17,12"
2876,138704,30,12,"30,12"
2877,138793,10,7,"10,7"
2878,138820,15,10,"15,10"
2879,138894,1,2,"1,2"
2880,138924,17,9,"17,9"
2881,138931,10,3,"10,3"
2882,138999,8,5,"8,5"
2883,139002,25,2,"25,2"
2884,139099,8,10,"8,10"
2885,139139,11,11,"11,11"
2886,139144,14,9,"14,9"
2887,139155,22,11,"22,11"
2888,139189,24,2,"24,2"
2889,139259,7,9,"7,9"
2890,139295,18,4,"18,4"
2891,139299,16,3,"16,3"
2892,139311,23,10,"23,10"
2893,139348,22,10,"22,10"
2894,139415,28,9,"28,9"
2895,139427,8,7,"8,7"
2896,139434,21,5,"21,5"
2897,139582,30,1,"30,1"
2898,139591,5,7,"5,7"
2899,139594,18,7,"18,7"
2900,139648,10,10,"10,10"
2901,139660,24,8,"24,8"
2902,139663,14,5,"14,5"
2903,139770,10,9,"10,9"
2904,139783,2,7,"2,7"
2905,139894,3,11,"3,11"
2906,139966,29,3,"29,3"
2907,139985,5,11,"5,11"
2908,139990,1,7,"1,7"
2909,140007,4,7,"4,7"
2910,140014,3,3,"3,3"
2911,140111,25,6,"25,6"
2912,140154,17,12,"17,12"
2913,140247,17,2,"17,2"
2914,140263,20,7,"20,7"
2915,140279,17,5,"17,5"
2916,140287,26,5,"26,5"
2917,140437,4,7,"4,7"
2918,140508,1,5,"1,5"
2919,140552,21,6,"21,6"
2920,140591,7,6,"7,6"
2921,140616,4,11,"4,11"
2922,140627,30,11,"30,11"
2923,140651,3,5,"3,5"
2924,140804,26,5,"26,5"
2925,140823,14,8,"14,8"
2926,141009,26,1,"26,1"
2927,141033,15,8,"15,8"
2928,141087,27,3,"27,3"
2929,141092,22,5,"22,5"
2930,141099,13,6,"13,6"
2931,141107,8,8,"8,8"
2932,141117,20,7,"20,7"
2933,141131,8,2,"8,2"
2934,141163,24,6,"24,6"
2935,141193,4,9,"4,9"
2936,141223,14,5,"14,5"
2937,141279,12,8,"12,8"
2938,141333,9,6,"9,6"
2939,141338,17,6,"17,6"
2940,141378,1,8,"1,8"
2941,141399,11,5,"11,5"
2942,141491,25,8,"25,8"
2943,141548,7,7,"7,7"
2944,141632,1,7,"1,7"
2945,141636,23,3,"23,3"
2946,141745,9,11,"9,11"
2947,141750,30,6,"30,6"
2948,141816,2,3,"2,3"
2949,141871,1,10,"1,10"
2950,141972,17,1,"17,1"
2951,142070,29,5,"29,5"
2952,142114,28,12,"28,12"
2953,142132,1,11,"1,11"
2954,142146,21,9,"21,9"
2955,142225,19,7,"19,7"
2956,142379,6,11,"6,11"
2957,142411,5,6,"5,6"
2958,142436,20,12,"20,12"
2959,142456,28,11,"28,11"
2960,142479,19,10,"19,10"
2961,142485,18,3,"18,3"
2962,142490,7,6,"7,6"
2963,142491,28,7,"28,7"
2964,142565,7,4,"7,4"
2965,142669,22,8,"22,8"
2966,142765,19,2,"19,2"
2967,142771,5,12,"5,12"
2968,142817,21,9,"21,9"
2969,142842,21,6,"21,6"
2970,142892,2,9,"2,9"
2971,142899,20,9,"20,9"
2972,142941,29,10,"29,10"
2973,142966,29,8,"29,8"
2974,142968,28,8,"28,8"
2975,142986,16,2,"16,2"
2976,143032,3,5,"3,5"
2977,143055,16,2,"16,2"
2978,143294,29,11,"29,11"
2979,143380,23,6,"23,6"
2980,143472,29,5,"29,5"
2981,143490,5,9,"5,9"
2982,143522,29,7,"29,7"
2983,143602,9,5,"9,5"
2984,143606,6,11,"6,11"
2985,143615,20,7,"20,7"
2986,143667,8,8,"8,8"
2987,143681,2,6,"2,6"
2988,143685,28,6,"28,6"
2989,143795,24,5,"24,5"
2990,143807,4,7,"4,7"
2991,143879,2,1,"2,1"
2992,143926,14,9,"14,9"
2993,143931,29,7,"29,7"
2994,143959,27,9,"27,9"
2995,144037,24,7,"24,7"
2996,144110,26,5,"26,5"
